Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Hyundai,Petrol,Manual,Dealer,2024,123755,29.1,800,5,2,0.5
Mercedes,Petrol,Automatic,Dealer,2024,123193,14.9,2000,5,1,3.14
Volkswagen,Petrol,Manual,Individual,2015,40159,13.3,1500,5,2,0.5
Volkswagen,CNG,Automatic,Dealer,2006,186442,27.5,2500,5,3,0.5
Maruti,Petrol,Automatic,Dealer,2024,64289,26.8,1200,5,2,0.7
Mercedes,Petrol,Manual,Dealer,2009,83740,15.2,2500,5,2,1.03
Honda,Petrol,Manual,Dealer,2019,7252,9.5,1800,5,2,1.19
Toyota,Electric,Manual,Individual,2016,145938,29.8,800,5,2,0.5
Mahindra,Diesel,Automatic,Trustmark Dealer,2018,120463,23.0,1200,5,3,0.5
BMW,Petrol,Manual,Dealer,2015,174069,28.4,2000,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2013,132661,15.5,3000,5,1,0.5
Hyundai,Electric,Automatic,Dealer,2024,130645,22.2,1800,5,1,1.14
Mahindra,CNG,Manual,Individual,2012,12553,22.8,800,5,2,0.5
Tata,Petrol,Automatic,Individual,2016,168903,27.2,2000,7,3,0.5
Honda,Petrol,Automatic,Dealer,2007,72323,29.8,1000,5,1,0.5
Tata,Petrol,Manual,Individual,2019,124744,10.4,800,8,1,0.5
Mercedes,Petrol,Automatic,Individual,2012,49810,21.9,1000,8,1,3.67
Tata,Diesel,Automatic,Trustmark Dealer,2011,111373,15.4,2000,6,4,0.5
Audi,Electric,Manual,Dealer,2021,63719,25.9,1000,7,1,4.43
Ford,Diesel,Manual,Dealer,2016,147798,24.6,1500,5,1,0.5
Toyota,CNG,Manual,Dealer,2024,183495,27.6,3000,5,1,0.5
BMW,Petrol,Manual,Trustmark Dealer,2022,136164,15.6,3000,5,3,0.5
Audi,Diesel,Automatic,Individual,2022,34995,12.1,2000,5,2,4.65
Maruti,Diesel,Manual,Individual,2019,199029,8.5,2000,5,2,0.5
BMW,Petrol,Automatic,Dealer,2007,137749,13.6,1500,5,1,0.5
Tata,Petrol,Manual,Dealer,2023,98778,16.1,3000,6,2,0.5
Hyundai,Diesel,Manual,Dealer,2019,26892,28.8,1200,5,1,1.27
Honda,Petrol,Automatic,Individual,2020,158186,18.8,1800,5,2,0.5
Kia,Petrol,Automatic,Dealer,2021,172704,20.2,3000,5,2,0.5
BMW,Diesel,Manual,Dealer,2005,32057,27.4,1200,8,2,3.32
Tata,Electric,Manual,Individual,2015,198637,27.5,2500,5,3,0.5
Honda,Diesel,Manual,Dealer,2010,121089,19.6,1500,5,1,0.5
Mahindra,CNG,Manual,Dealer,2013,115452,10.5,1200,8,1,0.5
Toyota,Petrol,Manual,Dealer,2024,65753,14.0,3000,5,2,1.06
Volkswagen,Diesel,Manual,Individual,2020,180103,18.1,1800,7,2,0.5
Ford,Diesel,Automatic,Individual,2010,186121,24.5,1800,7,1,0.5
Honda,CNG,Manual,Trustmark Dealer,2016,65275,23.7,800,5,1,0.5
Hyundai,Petrol,Automatic,Dealer,2023,183953,22.1,3000,5,2,0.5
Mercedes,Diesel,Automatic,Trustmark Dealer,2017,188937,27.4,1200,5,1,0.5
Hyundai,Diesel,Manual,Trustmark Dealer,2017,122819,25.7,1500,5,4,0.5
Honda,Petrol,Automatic,Individual,2008,186756,29.6,800,8,2,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2013,191759,27.6,1200,5,3,0.5
Toyota,Petrol,Automatic,Dealer,2018,80705,12.3,2000,8,3,0.5
Hyundai,Petrol,Manual,Dealer,2018,61438,9.3,1800,5,2,0.5
BMW,CNG,Manual,Dealer,2021,105102,17.1,1500,8,1,2.16
Volkswagen,Petrol,Automatic,Individual,2009,62314,21.6,3000,5,1,0.5
Hyundai,Petrol,Manual,Individual,2023,186575,22.1,3000,5,3,0.5
Volkswagen,Diesel,Automatic,Individual,2006,35740,13.9,2000,5,2,0.5
Tata,Petrol,Automatic,Dealer,2017,182248,26.9,1200,5,1,0.5
Maruti,Diesel,Manual,Dealer,2015,146102,15.2,3000,5,2,0.5
Toyota,Petrol,Manual,Dealer,2006,143123,28.2,3000,4,1,0.5
Maruti,Electric,Manual,Individual,2005,61010,18.4,3000,5,1,0.5
Tata,CNG,Automatic,Dealer,2007,130871,8.2,1800,5,1,0.5
Toyota,CNG,Automatic,Trustmark Dealer,2016,113159,11.6,1800,5,1,0.5
Honda,Petrol,Manual,Dealer,2011,15589,10.3,2000,6,3,0.5
Honda,Diesel,Manual,Dealer,2005,16395,9.0,1200,5,1,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2013,148905,23.7,1200,7,1,0.5
Tata,Petrol,Manual,Dealer,2022,71134,12.2,3000,7,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2024,154500,26.4,1500,7,3,0.5
Ford,Diesel,Automatic,Dealer,2010,152714,13.8,800,5,1,0.5
Hyundai,Diesel,Automatic,Dealer,2013,91491,8.7,1800,5,2,0.5
Kia,Diesel,Manual,Trustmark Dealer,2012,176843,26.1,800,5,1,0.5
Ford,Petrol,Manual,Individual,2022,126656,18.3,800,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2019,146169,21.2,3000,5,1,0.5
Toyota,Diesel,Manual,Individual,2005,93096,15.4,1800,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2018,28426,9.0,1200,5,2,1.7
Toyota,Diesel,Manual,Individual,2022,128267,16.1,1800,5,1,0.5
Audi,Petrol,Automatic,Trustmark Dealer,2023,115128,19.4,2000,6,1,3.1
Audi,CNG,Manual,Trustmark Dealer,2023,48463,8.3,800,5,1,3.0
Audi,Diesel,Manual,Dealer,2014,76249,20.6,3000,5,3,1.51
Toyota,Petrol,Manual,Dealer,2024,45079,27.6,3000,5,2,2.12
Hyundai,Petrol,Automatic,Dealer,2010,156476,12.8,1500,5,2,0.5
Audi,Diesel,Manual,Individual,2021,129805,28.4,1800,5,1,0.9
Tata,CNG,Manual,Individual,2018,76447,10.1,2500,5,1,0.5
Mercedes,Petrol,Automatic,Dealer,2017,140026,26.2,1500,5,1,1.19
Hyundai,Petrol,Manual,Trustmark Dealer,2012,113123,26.5,1200,5,1,0.5
Audi,CNG,Manual,Dealer,2014,134247,13.7,3000,5,1,0.5
Mahindra,Diesel,Manual,Dealer,2013,101411,29.1,3000,5,4,0.5
Honda,Petrol,Manual,Dealer,2009,60331,17.2,1200,5,3,0.5
Honda,Diesel,Automatic,Dealer,2008,192003,11.1,2000,7,2,0.5
Ford,Petrol,Manual,Dealer,2010,23440,21.0,1500,5,1,0.5
Honda,Diesel,Manual,Individual,2010,63407,29.9,2500,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2017,35898,27.8,1500,5,1,0.69
BMW,Electric,Automatic,Dealer,2008,182792,14.1,1800,5,1,0.5
Volkswagen,Diesel,Manual,Individual,2012,126332,20.7,1200,8,1,0.5
Hyundai,Diesel,Automatic,Dealer,2009,50428,10.5,1500,4,3,0.5
Mercedes,Diesel,Manual,Individual,2006,20427,18.2,1000,5,2,3.58
Hyundai,Electric,Manual,Dealer,2013,158241,19.5,1800,5,1,0.5
Kia,CNG,Automatic,Individual,2015,104751,14.9,3000,7,1,0.5
Volkswagen,Diesel,Manual,Trustmark Dealer,2024,50419,18.7,1800,8,1,1.43
Mahindra,Diesel,Automatic,Dealer,2024,187137,28.2,1000,7,1,0.5
Honda,Diesel,Manual,Individual,2015,92490,19.0,2500,5,4,0.5
Volkswagen,Diesel,Automatic,Trustmark Dealer,2011,84363,26.3,3000,8,2,0.5
Honda,Petrol,Manual,Individual,2018,79501,15.0,1200,5,1,0.5
Ford,Diesel,Automatic,Dealer,2010,103632,29.4,1500,5,1,0.5
Volkswagen,Petrol,Manual,Dealer,2008,13985,10.1,1500,8,1,0.5
Audi,Electric,Manual,Individual,2010,168713,20.9,1200,7,2,0.5
Honda,Petrol,Manual,Trustmark Dealer,2007,158969,25.4,2500,5,1,0.5
Mahindra,Electric,Manual,Dealer,2010,181724,25.9,3000,6,1,0.5
Audi,Diesel,Manual,Dealer,2007,142045,12.4,1000,5,2,0.5
Maruti,Diesel,Manual,Dealer,2005,71673,16.8,1000,5,1,0.5
Toyota,Diesel,Manual,Dealer,2022,190381,21.7,3000,6,2,0.5
Toyota,Petrol,Automatic,Dealer,2008,107776,14.9,2500,5,1,0.5
Mahindra,Petrol,Automatic,Dealer,2010,61718,22.5,1000,5,1,0.5
Kia,Petrol,Automatic,Dealer,2021,106578,16.3,3000,5,1,0.5
Maruti,Diesel,Manual,Dealer,2022,73809,15.7,1800,5,1,0.5
Ford,Petrol,Manual,Trustmark Dealer,2010,27627,10.4,3000,5,1,0.5
Mahindra,Diesel,Manual,Dealer,2006,57621,8.9,2500,4,3,0.5
Audi,Petrol,Automatic,Dealer,2016,102729,26.4,1500,7,1,2.11
Toyota,Petrol,Manual,Dealer,2016,191156,18.8,800,5,1,0.5
Toyota,Petrol,Manual,Trustmark Dealer,2008,20151,20.4,1800,5,2,0.5
Toyota,Electric,Automatic,Individual,2020,80691,16.2,3000,8,1,2.49
Audi,Diesel,Manual,Individual,2024,162813,11.0,1800,5,1,0.5
Tata,Petrol,Automatic,Dealer,2014,93484,17.9,1500,5,3,0.5
Mahindra,Diesel,Automatic,Individual,2014,174202,13.0,1200,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2011,75172,26.4,2500,5,3,0.5
Ford,Electric,Manual,Dealer,2018,196988,29.7,2500,7,3,0.5
Toyota,Diesel,Manual,Individual,2011,195291,27.6,2000,5,3,0.5
Honda,Petrol,Automatic,Individual,2016,102185,19.6,1500,4,1,0.5
Mahindra,Diesel,Manual,Individual,2015,114242,21.8,1200,5,1,0.5
Mercedes,Petrol,Automatic,Trustmark Dealer,2021,42236,28.9,1500,5,2,5.24
Audi,Electric,Manual,Trustmark Dealer,2015,150056,19.9,1800,6,1,0.5
Tata,Petrol,Manual,Dealer,2007,6042,22.0,2500,5,2,0.5
Mahindra,Diesel,Manual,Dealer,2023,149135,21.8,2000,4,3,0.5
Ford,Petrol,Automatic,Dealer,2008,189990,23.6,2500,7,3,0.5
Tata,Diesel,Manual,Trustmark Dealer,2012,156562,22.1,1000,5,1,0.5
Ford,Diesel,Automatic,Dealer,2018,177039,22.8,1800,7,1,0.5
Mahindra,Diesel,Manual,Trustmark Dealer,2024,192544,24.0,3000,5,1,0.5
Hyundai,Diesel,Manual,Dealer,2018,107035,25.8,1800,5,1,0.5
Mercedes,CNG,Automatic,Dealer,2020,113069,16.9,800,5,1,1.3
Ford,Petrol,Automatic,Dealer,2019,77838,24.4,1800,6,2,0.5
Tata,Petrol,Manual,Dealer,2016,157948,10.2,1800,7,2,0.5
Tata,Petrol,Manual,Trustmark Dealer,2020,120148,27.3,1800,6,3,0.5
Ford,Electric,Automatic,Dealer,2024,65650,14.4,3000,5,1,3.05
BMW,Petrol,Manual,Dealer,2023,138374,16.9,2000,5,2,0.5
Mahindra,Diesel,Manual,Dealer,2009,155089,25.7,800,5,2,0.5
BMW,Diesel,Automatic,Dealer,2016,47311,22.0,1200,7,3,4.17
Kia,Petrol,Manual,Dealer,2009,136433,14.8,2000,5,3,0.5
Mahindra,Petrol,Manual,Dealer,2014,43261,13.0,2000,4,1,0.5
Ford,Petrol,Manual,Trustmark Dealer,2021,126834,29.1,2500,5,3,0.5
Maruti,Petrol,Automatic,Dealer,2019,22171,9.9,2500,5,1,1.8
Ford,Petrol,Automatic,Dealer,2012,46226,8.1,2500,4,3,0.5
BMW,Petrol,Manual,Individual,2012,34327,22.8,2500,5,2,3.29
Hyundai,CNG,Manual,Dealer,2012,75628,21.5,2500,5,1,0.5
Ford,Electric,Manual,Dealer,2014,87473,24.2,800,5,3,0.5
Ford,Petrol,Automatic,Individual,2024,69223,24.1,1000,7,1,1.16
Hyundai,Petrol,Manual,Dealer,2017,80315,27.0,1200,5,3,0.5
Ford,Petrol,Automatic,Individual,2020,109755,28.3,2500,8,2,0.5
Toyota,Diesel,Manual,Dealer,2013,68624,25.1,3000,7,2,0.5
Maruti,CNG,Automatic,Individual,2020,100650,13.1,2000,5,1,0.5
Honda,Petrol,Manual,Trustmark Dealer,2014,150602,18.2,2000,5,1,0.5
Maruti,Petrol,Automatic,Dealer,2007,145382,22.1,800,5,4,0.5
Audi,Diesel,Manual,Dealer,2018,39281,19.9,1000,5,1,3.04
Mercedes,Diesel,Manual,Dealer,2017,64270,11.5,2500,5,3,3.31
Ford,Petrol,Automatic,Dealer,2008,94345,21.0,3000,5,2,0.5
Toyota,Diesel,Automatic,Individual,2008,182176,27.5,1000,5,2,0.5
Mahindra,Petrol,Manual,Individual,2010,26735,17.2,1500,5,2,0.5
Ford,Petrol,Automatic,Dealer,2023,114899,22.7,2500,5,1,0.56
BMW,Diesel,Manual,Individual,2015,98173,21.6,1500,8,1,1.2
Toyota,CNG,Automatic,Dealer,2012,143077,16.3,2000,5,2,0.5
Hyundai,Petrol,Manual,Individual,2018,62564,20.4,2000,5,3,0.5
Toyota,Electric,Manual,Individual,2012,56496,12.6,1800,5,2,0.5
Audi,Petrol,Manual,Individual,2018,34898,20.0,1200,5,1,3.71
Hyundai,Diesel,Manual,Dealer,2011,121659,25.6,800,5,4,0.5
Kia,Diesel,Automatic,Individual,2022,107742,24.7,1800,5,2,0.5
Honda,CNG,Manual,Dealer,2016,116184,15.9,1200,5,2,0.5
Volkswagen,Electric,Manual,Individual,2018,157780,10.5,2000,5,2,0.5
Toyota,Petrol,Manual,Dealer,2019,50024,25.6,1500,5,2,0.5
Tata,Electric,Automatic,Dealer,2022,150484,13.8,800,5,2,0.5
BMW,CNG,Manual,Individual,2016,190893,9.2,1000,6,2,0.5
Ford,Diesel,Manual,Trustmark Dealer,2014,34378,17.8,1000,5,1,0.5
BMW,Petrol,Automatic,Dealer,2016,117591,24.3,1800,5,2,0.85
Maruti,CNG,Manual,Trustmark Dealer,2012,124849,25.8,1800,5,1,0.5
Volkswagen,CNG,Automatic,Individual,2010,98638,29.6,800,5,2,0.5
Maruti,Petrol,Automatic,Individual,2023,83580,12.2,1000,5,1,0.5
Kia,Electric,Manual,Trustmark Dealer,2005,167381,14.5,2500,5,1,0.5
Volkswagen,Petrol,Automatic,Dealer,2017,138507,21.4,2500,8,3,0.5
Volkswagen,Petrol,Automatic,Individual,2020,114470,25.8,1800,5,1,0.5
Maruti,Diesel,Manual,Dealer,2022,139458,13.1,3000,5,2,0.5
Hyundai,Diesel,Manual,Dealer,2016,50503,17.0,1000,5,1,0.5
Audi,Diesel,Automatic,Individual,2009,113312,17.0,1500,4,1,0.5
Maruti,Petrol,Manual,Trustmark Dealer,2017,121465,25.0,1800,5,1,0.5
BMW,Electric,Automatic,Trustmark Dealer,2012,77939,13.3,2000,5,3,2.85
Hyundai,Petrol,Manual,Individual,2010,179536,29.3,2500,8,1,0.5
BMW,Petrol,Manual,Individual,2007,73475,19.2,1200,5,1,0.5
Audi,Petrol,Manual,Dealer,2024,87758,14.2,3000,5,1,2.36
Kia,Diesel,Manual,Trustmark Dealer,2008,163349,14.3,1800,6,1,0.5
Ford,Electric,Manual,Dealer,2016,125413,8.4,1500,7,3,0.5
Audi,Diesel,Automatic,Individual,2017,91679,23.2,800,5,2,2.05
Mercedes,CNG,Automatic,Individual,2006,59012,25.1,2500,8,1,3.4
Mahindra,Petrol,Automatic,Individual,2023,139210,8.7,1000,8,1,0.5
Hyundai,Diesel,Automatic,Dealer,2008,185399,20.9,2500,8,1,0.5
Kia,Diesel,Automatic,Trustmark Dealer,2017,7752,25.2,3000,7,2,3.3
Mercedes,Diesel,Manual,Individual,2023,30765,16.3,2000,7,1,6.83
Tata,Petrol,Automatic,Trustmark Dealer,2012,116193,17.5,800,5,2,0.5
Kia,Diesel,Manual,Dealer,2012,5837,16.0,2500,7,2,1.4
Maruti,Diesel,Automatic,Individual,2020,99010,14.9,1800,5,1,0.5
Maruti,Diesel,Automatic,Individual,2015,132977,18.8,1200,5,2,0.5
Audi,Diesel,Manual,Individual,2022,61997,11.7,800,5,1,2.69
Mahindra,Petrol,Manual,Trustmark Dealer,2008,171573,17.7,2500,8,1,0.5
Kia,Diesel,Manual,Dealer,2005,180842,28.7,1200,5,1,0.5
Honda,Petrol,Manual,Dealer,2005,94608,8.6,1800,7,1,0.5
Ford,CNG,Manual,Dealer,2018,108510,11.6,2500,5,3,0.5
Audi,Diesel,Manual,Dealer,2008,126907,25.1,1200,5,2,0.5
Maruti,Petrol,Manual,Trustmark Dealer,2015,65594,10.9,1200,5,4,0.5
Mahindra,Electric,Automatic,Dealer,2022,90269,14.0,1500,5,2,1.02
Ford,Diesel,Automatic,Dealer,2020,106614,18.0,2500,8,1,0.5
Kia,Petrol,Automatic,Dealer,2021,42448,28.7,800,5,1,1.36
Kia,Diesel,Automatic,Individual,2006,174031,12.0,1800,5,3,0.5
Volkswagen,Petrol,Manual,Dealer,2008,185597,28.3,1500,5,1,0.5
Mahindra,CNG,Manual,Dealer,2007,107979,23.8,1200,8,1,0.5
Mercedes,CNG,Automatic,Dealer,2019,83340,22.8,1500,7,1,4.54
Maruti,Electric,Automatic,Dealer,2006,86746,23.9,1500,5,1,0.5
Honda,Diesel,Manual,Trustmark Dealer,2023,170101,8.7,1200,5,1,0.5
Kia,Diesel,Automatic,Dealer,2013,144384,10.2,1800,5,1,0.5
Honda,Diesel,Automatic,Individual,2014,174372,15.4,2500,5,1,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2023,59994,9.6,3000,5,1,0.92
Maruti,Diesel,Automatic,Individual,2009,90765,29.7,1000,8,2,0.5
Ford,Diesel,Manual,Trustmark Dealer,2018,7884,20.8,1500,7,2,1.83
Toyota,Petrol,Automatic,Trustmark Dealer,2014,114113,18.7,800,5,2,0.5
Ford,Petrol,Automatic,Dealer,2020,25522,25.3,1200,8,1,3.0
Kia,CNG,Manual,Individual,2010,10623,29.5,1000,4,2,0.5
BMW,CNG,Automatic,Dealer,2012,16460,29.0,3000,5,1,6.28
Toyota,Petrol,Manual,Dealer,2006,15234,25.4,1500,5,3,0.5
Mercedes,Petrol,Manual,Individual,2022,199650,16.3,3000,4,2,0.5
Toyota,Petrol,Manual,Individual,2024,51905,9.5,1200,5,1,0.5
Honda,CNG,Manual,Individual,2012,165492,10.2,1200,5,1,0.5
Mahindra,Petrol,Manual,Individual,2009,171885,8.0,1500,6,2,0.5
Honda,Diesel,Automatic,Dealer,2021,136454,8.0,2500,8,1,0.5
Audi,Petrol,Manual,Trustmark Dealer,2020,120492,28.6,2000,5,1,1.11
Honda,Diesel,Manual,Dealer,2009,43353,28.4,2000,5,1,0.5
Mercedes,Petrol,Manual,Dealer,2021,145441,22.7,800,5,1,1.26
BMW,Diesel,Manual,Trustmark Dealer,2008,39985,24.0,1200,5,1,2.52
Ford,Petrol,Automatic,Dealer,2005,47255,19.3,1200,7,1,0.5
Ford,Diesel,Automatic,Individual,2010,194333,13.2,1500,5,3,0.5
Tata,Petrol,Automatic,Individual,2005,94197,28.1,1000,5,1,0.5
Kia,Diesel,Automatic,Dealer,2008,66590,14.1,1200,5,2,0.5
BMW,CNG,Manual,Individual,2006,181558,24.3,2500,8,2,0.5
Tata,Petrol,Automatic,Individual,2017,126282,13.4,1200,4,1,0.5
Audi,CNG,Automatic,Dealer,2018,52883,27.1,1500,8,4,3.92
Maruti,Diesel,Manual,Dealer,2021,191390,22.3,2000,5,2,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2015,56566,22.1,1200,5,1,0.5
Kia,Petrol,Automatic,Dealer,2007,5650,10.1,2500,5,2,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2011,177009,17.2,1500,7,3,0.5
Volkswagen,Diesel,Manual,Dealer,2014,26299,19.5,800,5,3,0.5
Hyundai,Diesel,Automatic,Individual,2015,31862,14.5,1500,5,2,1.04
Hyundai,Petrol,Manual,Trustmark Dealer,2014,21312,27.4,2500,5,2,0.91
Honda,Diesel,Manual,Dealer,2012,15943,26.4,2000,5,1,1.96
Maruti,CNG,Manual,Individual,2009,73734,18.9,1000,7,4,0.5
Toyota,Electric,Manual,Individual,2006,153397,15.5,1200,7,1,0.5
Toyota,Diesel,Manual,Individual,2019,130560,25.6,800,7,1,0.5
Volkswagen,Electric,Manual,Individual,2020,57879,12.3,3000,5,4,0.5
Volkswagen,Diesel,Automatic,Individual,2008,124652,9.6,1200,5,1,0.5
Volkswagen,Petrol,Automatic,Individual,2020,139078,9.0,1200,8,2,0.5
BMW,CNG,Automatic,Individual,2016,66876,8.9,2500,7,1,3.27
Mahindra,Diesel,Manual,Individual,2018,199300,18.8,3000,5,3,0.5
Hyundai,Diesel,Manual,Dealer,2016,188128,13.6,2000,5,1,0.5
BMW,Diesel,Automatic,Trustmark Dealer,2020,13505,23.2,1500,6,2,5.58
Ford,CNG,Manual,Dealer,2020,25498,22.4,1200,5,1,1.42
Toyota,CNG,Automatic,Dealer,2016,112679,19.9,2000,5,1,0.5
Audi,Petrol,Automatic,Dealer,2006,152577,15.8,800,4,3,0.5
Mercedes,Petrol,Manual,Dealer,2018,198590,26.7,2500,8,1,0.5
Kia,Diesel,Automatic,Dealer,2015,142675,23.6,2000,5,1,0.5
Hyundai,Diesel,Automatic,Dealer,2013,29744,14.0,2000,5,1,1.26
Tata,Petrol,Manual,Dealer,2011,149532,19.0,2000,7,1,0.5
Ford,Diesel,Manual,Individual,2016,58273,11.4,2500,5,2,0.5
Audi,Diesel,Manual,Dealer,2021,84095,15.2,1800,8,1,3.07
Hyundai,Petrol,Manual,Dealer,2013,33544,29.9,2000,5,1,0.5
Mercedes,Petrol,Manual,Dealer,2010,11864,12.9,1200,6,1,3.39
BMW,Petrol,Manual,Dealer,2016,94314,23.4,2000,5,3,0.93
Maruti,Electric,Manual,Dealer,2024,84770,13.2,1500,4,2,0.5
Kia,Petrol,Automatic,Individual,2014,33593,28.6,1000,5,2,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2013,180729,14.8,1200,5,1,0.5
Mahindra,Diesel,Manual,Trustmark Dealer,2016,6729,15.6,2000,5,2,0.96
Volkswagen,Petrol,Manual,Trustmark Dealer,2005,49515,21.1,2000,5,3,0.5
Volkswagen,Petrol,Manual,Dealer,2006,190353,20.9,1500,4,2,0.5
Kia,Petrol,Manual,Dealer,2023,39936,20.7,3000,5,1,2.24
Mercedes,Diesel,Manual,Dealer,2005,17413,20.6,1200,5,4,2.45
Audi,Diesel,Manual,Individual,2020,52652,14.9,1800,5,1,3.05
BMW,Petrol,Automatic,Dealer,2020,34764,17.6,1800,5,1,4.79
Volkswagen,Petrol,Automatic,Individual,2022,68784,21.1,800,5,2,0.5
Hyundai,Electric,Manual,Dealer,2022,181813,22.8,1800,5,1,0.5
Tata,Petrol,Manual,Dealer,2017,83796,13.6,2500,5,1,0.5
Toyota,Petrol,Automatic,Trustmark Dealer,2016,81844,23.4,2500,5,3,0.5
Toyota,Petrol,Automatic,Individual,2013,132610,28.3,3000,7,1,0.5
Ford,Diesel,Manual,Individual,2009,195845,24.7,1500,5,2,0.5
Audi,Diesel,Automatic,Individual,2013,129887,9.9,1800,4,4,0.5
Honda,Petrol,Manual,Trustmark Dealer,2017,79432,18.3,1500,5,2,0.5
Maruti,Diesel,Manual,Individual,2020,109944,17.6,1200,5,2,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2014,155355,15.4,800,6,3,0.5
Ford,Petrol,Automatic,Dealer,2020,30282,18.8,2000,7,2,1.93
Honda,Diesel,Automatic,Individual,2018,78210,17.7,2000,8,1,1.33
BMW,Petrol,Manual,Individual,2006,57984,8.1,2000,8,3,0.5
Mahindra,Diesel,Manual,Dealer,2023,154464,13.2,3000,5,1,0.5
Mahindra,Petrol,Manual,Trustmark Dealer,2015,102496,12.7,800,5,1,0.5
Maruti,Diesel,Manual,Trustmark Dealer,2023,9721,15.7,2000,4,1,2.2
Audi,Petrol,Automatic,Dealer,2015,34197,11.8,1800,7,2,2.96
Volkswagen,CNG,Automatic,Dealer,2018,162245,9.5,2500,4,3,0.5
Hyundai,Petrol,Automatic,Dealer,2019,6066,12.3,2000,5,1,2.19
Ford,CNG,Automatic,Trustmark Dealer,2011,113442,26.8,2000,5,1,0.5
Ford,Petrol,Manual,Individual,2019,64418,25.5,1000,5,1,0.5
Kia,Diesel,Automatic,Dealer,2012,72454,17.7,2500,5,2,0.5
Kia,Petrol,Automatic,Individual,2008,81262,27.3,1800,5,1,0.5
Mahindra,Electric,Manual,Dealer,2022,150354,13.1,2000,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2018,160887,20.9,1000,5,2,0.5
Audi,Petrol,Manual,Dealer,2022,158666,11.1,1800,5,2,0.5
Mercedes,Diesel,Automatic,Dealer,2008,192583,26.3,1500,5,2,0.5
Tata,Petrol,Manual,Individual,2006,71678,10.9,1500,5,1,0.5
Tata,Petrol,Manual,Dealer,2010,122911,8.7,2000,5,2,0.5
Mercedes,Electric,Automatic,Dealer,2015,90768,14.0,2000,7,1,4.15
Volkswagen,Electric,Automatic,Dealer,2005,71951,27.8,3000,5,1,0.5
Tata,Petrol,Manual,Dealer,2019,11374,10.8,3000,4,1,1.42
Audi,Electric,Manual,Dealer,2016,31974,15.3,1000,5,1,4.36
Hyundai,Diesel,Manual,Trustmark Dealer,2022,36914,15.0,800,5,1,2.06
Hyundai,Petrol,Manual,Individual,2009,55014,25.6,3000,8,1,0.5
Ford,Diesel,Automatic,Trustmark Dealer,2015,197451,17.3,1000,5,1,0.5
Toyota,Diesel,Automatic,Trustmark Dealer,2023,14347,21.5,1200,6,1,4.74
Mercedes,Electric,Manual,Dealer,2005,95468,16.9,800,4,1,0.5
Hyundai,Petrol,Automatic,Dealer,2021,195087,20.1,1000,5,1,0.5
Honda,Diesel,Manual,Dealer,2012,94129,9.4,2500,7,2,0.5
Mahindra,Petrol,Automatic,Individual,2020,186253,16.2,3000,5,2,0.5
Kia,Petrol,Manual,Individual,2015,154832,26.8,2500,5,1,0.5
Audi,Petrol,Manual,Dealer,2023,97103,23.2,1200,8,2,1.84
Tata,Electric,Automatic,Dealer,2015,82599,29.6,1200,5,2,0.5
Mercedes,CNG,Manual,Individual,2019,135774,25.3,3000,5,3,0.73
Ford,Diesel,Automatic,Individual,2012,139212,17.9,2500,5,1,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2018,79266,22.9,3000,8,1,0.5
Kia,Petrol,Manual,Dealer,2005,198248,25.1,2000,7,2,0.5
Honda,Petrol,Manual,Trustmark Dealer,2014,129737,13.9,2500,5,2,0.5
Tata,Petrol,Automatic,Dealer,2011,19057,9.3,1800,8,1,0.59
Honda,Petrol,Automatic,Individual,2022,34114,16.9,2000,5,4,1.36
Mahindra,Diesel,Manual,Trustmark Dealer,2016,192287,11.2,3000,5,3,0.5
Mahindra,Diesel,Manual,Trustmark Dealer,2006,23580,14.1,1000,5,2,0.5
Audi,Petrol,Automatic,Dealer,2022,14802,28.8,2500,6,1,6.84
Volkswagen,Petrol,Manual,Dealer,2011,92857,26.6,1500,6,2,0.5
Ford,Petrol,Manual,Dealer,2024,106467,21.0,2500,5,2,0.5
Kia,Petrol,Manual,Dealer,2016,107767,16.8,2000,5,4,0.5
BMW,Electric,Automatic,Individual,2024,140747,13.8,1800,8,2,3.67
BMW,Diesel,Automatic,Trustmark Dealer,2018,150130,20.6,2000,7,1,1.01
Kia,CNG,Automatic,Dealer,2014,185073,19.7,2000,5,1,0.5
Maruti,Diesel,Automatic,Dealer,2013,173591,25.2,2500,5,2,0.5
Audi,Petrol,Automatic,Dealer,2019,151517,28.4,800,7,3,0.5
